;Married;Number of Dependents;Zip Code;Number of Referrals;Tenure in Months;Offer;Internet Type;Avg Monthly GB Download;Contract;Paperless Billing;Payment Method;Monthly Charge;Age_disc;Total Streaming;Premium Services;Refunds;Average Monthly Extra Data Charges;Churn Status
4202;Yes;1;933;1;23;Offer D;None;0.0;Two Year;Yes;Credit Card;19.65;25;0;0;0.0;0.0;Customer
4203;No;0;959;0;67;Offer A;None;0.0;One Year;Yes;Credit Card;19.45;45;0;0;0.0;0.0;Customer
4204;No;0;922;0;11;None;None;0.0;One Year;No;Credit Card;20.05;50;0;0;0.0;0.0;Customer
4205;Yes;1;932;1;10;Offer D;DSL;12.0;Month-to-Month;No;Credit Card;60.2;50;1;2;0.0;0.0;Customer
4206;No;0;952;0;50;None;Fiber Optic;28.0;Two Year;Yes;Bank Withdrawal;109.65;65;3;5;0.0;0.0;Churned
4207;No;0;956;0;9;None;Fiber Optic;28.0;Month-to-Month;Yes;Credit Card;75.2;60;0;2;0.0;0.0;Customer
4208;Yes;1;960;1;64;Offer B;Cable;17.0;One Year;No;Mailed Check;65.8;40;1;2;1.0;0.3125;Customer
4209;No;0;958;0;1;Offer E;Fiber Optic;22.0;Month-to-Month;Yes;Bank Withdrawal;78.95;60;1;1;0.0;0.0;Churned
4210;No;0;931;0;5;Offer E;Fiber Optic;30.0;Month-to-Month;Yes;Credit Card;85.3;35;1;1;0.0;2.0;Customer
4211;Yes;0;922;1;60;None;None;0.0;Two Year;No;Credit Card;19.95;40;0;0;0.0;0.0;Customer
4212;Yes;1;926;1;12;None;DSL;22.0;One Year;No;Credit Card;30.25;50;0;2;0.0;0.0;Customer
4213;Yes;1;959;1;8;Offer E;DSL;24.0;One Year;Yes;Credit Card;43.45;50;0;1;0.0;0.0;Customer
4214;No;0;951;0;4;Offer E;Fiber Optic;18.0;Month-to-Month;Yes;Bank Withdrawal;98.1;35;3;3;0.0;0.0;Churned
4215;No;0;923;0;38;Offer C;None;0.0;Two Year;No;Credit Card;20.05;35;0;0;0.0;0.0;Customer
4216;No;0;955;0;60;None;Fiber Optic;52.0;One Year;Yes;Credit Card;116.6;20;3;6;0.0;0.0;Customer
4217;No;0;956;0;18;None;DSL;85.0;Month-to-Month;Yes;Bank Withdrawal;35.0;25;2;0;0.0;3.888888888888889;Churned
4218;Yes;1;947;1;12;None;None;0.0;Two Year;No;Bank Withdrawal;21.05;25;0;0;0.0;0.0;Customer
4219;No;0;930;0;3;None;Fiber Optic;20.0;Month-to-Month;Yes;Bank Withdrawal;86.85;75;1;2;0.0;0.0;Churned
4220;Yes;0;932;1;14;Offer D;DSL;12.0;Month-to-Month;No;Bank Withdrawal;46.35;55;3;1;0.0;0.0;Churned
4221;Yes;0;931;1;53;Offer B;Fiber Optic;73.0;Month-to-Month;No;Bank Withdrawal;93.9;25;2;4;0.0;0.0;Churned
4222;No;0;956;0;6;Offer E;Cable;23.0;Month-to-Month;No;Credit Card;50.95;45;2;4;0.0;0.0;Customer
4223;Yes;0;954;1;72;None;Fiber Optic;48.0;Two Year;Yes;Bank Withdrawal;99.4;20;3;3;0.0;0.0;Customer
4224;Yes;1;923;1;7;None;DSL;53.0;Month-to-Month;Yes;Bank Withdrawal;75.7;45;1;5;0.0;0.0;Customer
4225;No;1;900;0;5;None;Fiber Optic;58.0;Month-to-Month;Yes;Bank Withdrawal;69.7;55;0;1;0.0;0.0;Churned
4226;Yes;0;921;1;55;Offer B;Fiber Optic;27.0;Month-to-Month;Yes;Bank Withdrawal;85.45;65;0;3;0.0;1.6363636363636365;Churned
4227;Yes;1;959;1;36;Offer C;None;0.0;Month-to-Month;No;Bank Withdrawal;19.2;55;0;0;0.0;0.0;Customer
4228;Yes;0;920;1;1;Offer E;Fiber Optic;3.0;Month-to-Month;Yes;Bank Withdrawal;74.6;65;0;2;0.0;0.0;Churned
4229;No;0;961;0;1;Offer E;Fiber Optic;10.0;Month-to-Month;Yes;Bank Withdrawal;69.6;70;0;1;0.0;0.0;Churned
4230;Yes;1;953;1;46;None;None;0.0;Two Year;No;Bank Withdrawal;20.25;40;0;0;0.0;0.0;Customer
4231;No;0;937;0;13;None;Cable;7.0;Month-to-Month;Yes;Bank Withdrawal;30.85;60;0;2;0.0;0.0;Customer
4232;Yes;1;932;1;34;None;Fiber Optic;52.0;Month-to-Month;Yes;Bank Withdrawal;97.7;30;3;3;0.0;0.0;Customer
4233;No;0;913;0;52;None;Fiber Optic;12.0;Month-to-Month;Yes;Bank Withdrawal;85.35;45;2;1;0.0;1.7307692307692308;Churned
4234;No;1;939;0;72;None;None;0.0;Two Year;No;Credit Card;19.9;20;0;0;0.0;0.0;Customer
4235;Yes;0;946;1;33;None;Fiber Optic;18.0;One Year;Yes;Bank Withdrawal;93.55;75;1;4;0.0;0.0;Customer
4236;Yes;1;913;1;8;None;None;0.0;Two Year;No;Credit Card;19.05;25;0;0;0.0;0.0;Customer
4237;No;1;917;0;12;Offer D;Fiber Optic;59.0;Month-to-Month;Yes;Credit Card;73.75;25;1;2;0.0;0.0;Churned
4238;Yes;1;920;1;66;None;DSL;59.0;Month-to-Month;Yes;Bank Withdrawal;67.45;20;0;5;1.0;0.0;Customer
4239;Yes;0;920;1;53;Offer B;Cable;4.0;One Year;No;Bank Withdrawal;74.1;40;2;5;0.0;0.0;Customer
4240;Yes;0;920;1;61;None;Fiber Optic;23.0;One Year;No;Bank Withdrawal;101.15;35;3;3;0.0;0.0;Customer
4241;Yes;0;934;1;9;None;None;0.0;One Year;Yes;Credit Card;21.25;70;0;0;0.0;0.0;Customer
4242;Yes;1;900;1;20;None;None;0.0;Month-to-Month;No;Credit Card;20.05;30;0;0;0.0;0.0;Customer
4243;Yes;0;925;1;72;Offer A;DSL;85.0;Two Year;No;Bank Withdrawal;78.85;25;2;6;0.0;0.0;Customer
4244;Yes;1;960;1;6;Offer E;DSL;19.0;Month-to-Month;Yes;Mailed Check;55.3;50;0;3;0.0;0.0;Churned
4245;No;0;951;0;4;Offer E;Fiber Optic;18.0;Month-to-Month;Yes;Bank Withdrawal;94.4;60;2;4;0.0;0.0;Churned
4246;Yes;1;913;1;41;None;None;0.0;Two Year;No;Bank Withdrawal;19.7;45;0;0;0.0;0.0;Customer
4247;No;0;952;0;72;None;Fiber Optic;27.0;Two Year;Yes;Bank Withdrawal;118.2;60;3;6;0.0;0.0;Customer
4248;No;0;917;0;29;None;DSL;25.0;One Year;No;Credit Card;58.0;40;0;4;0.0;0.0;Customer
4249;No;0;917;0;72;None;Fiber Optic;22.0;Two Year;No;Bank Withdrawal;109.2;50;3;5;0.0;0.0;Customer
4250;No;0;960;0;7;Offer E;None;0.0;One Year;No;Credit Card;19.9;30;0;0;0.0;0.0;Customer
4251;No;1;932;0;8;None;DSL;51.0;Month-to-Month;Yes;Bank Withdrawal;38.5;20;2;2;0.0;0.0;Customer
4252;Yes;0;954;1;12;None;Fiber Optic;59.0;Month-to-Month;Yes;Bank Withdrawal;84.5;30;1;4;0.0;0.0;Churned
4253;Yes;1;921;1;72;Offer A;Cable;53.0;Two Year;Yes;Bank Withdrawal;74.35;60;2;4;0.0;0.6944444444444444;Customer
4254;No;1;951;0;46;None;Fiber Optic;59.0;Month-to-Month;Yes;Bank Withdrawal;84.8;30;0;4;0.0;0.0;Customer
4255;Yes;1;902;1;23;Offer D;None;0.0;One Year;Yes;Credit Card;20.0;65;0;0;0.0;0.0;Customer
4256;Yes;0;949;1;28;None;Fiber Optic;13.0;One Year;Yes;Bank Withdrawal;90.1;35;3;1;0.0;0.0;Churned
4257;Yes;0;917;1;53;None;DSL;13.0;One Year;Yes;Bank Withdrawal;60.45;60;3;4;0.0;0.0;Churned
4258;No;0;932;0;5;None;DSL;51.0;Month-to-Month;Yes;Credit Card;55.8;25;0;3;0.0;0.0;Customer
4259;Yes;1;930;1;50;None;DSL;41.0;One Year;Yes;Bank Withdrawal;44.8;20;0;1;1.0;0.0;Customer
4260;No;0;936;0;62;None;None;0.0;Two Year;Yes;Credit Card;25.225;55;0;1;0.0;0.0;Customer
4261;No;0;934;0;1;Offer E;Fiber Optic;4.0;Month-to-Month;Yes;Credit Card;85.55;45;1;2;0.0;0.0;Churned
4262;No;0;949;0;40;None;DSL;19.0;One Year;Yes;Credit Card;80.75;40;3;4;0.0;0.0;Customer
4263;Yes;0;956;1;23;Offer D;Fiber Optic;15.0;Month-to-Month;No;Credit Card;90.15;35;2;3;0.0;0.0;Customer
4264;No;0;921;0;1;None;Fiber Optic;21.0;Month-to-Month;Yes;Bank Withdrawal;75.35;40;0;1;0.0;10.0;Churned
4265;No;0;921;0;3;Offer E;DSL;21.0;Month-to-Month;Yes;Mailed Check;36.85;45;0;3;0.0;0.0;Churned
4266;No;0;959;0;18;Offer D;Fiber Optic;26.0;Month-to-Month;Yes;Bank Withdrawal;71.1;20;0;0;0.0;8.333333333333334;Customer
4267;Yes;1;956;1;48;Offer B;DSL;57.0;Two Year;Yes;Credit Card;70.1;55;2;3;0.0;0.625;Customer
4268;Yes;0;921;1;10;None;Cable;69.0;Month-to-Month;No;Credit Card;55.2;20;0;3;0.0;0.0;Churned
4269;No;0;934;0;60;Offer B;None;0.0;Two Year;No;Credit Card;20.6;60;0;0;0.0;0.0;Customer
4270;No;0;932;0;14;Offer D;Fiber Optic;17.0;Month-to-Month;Yes;Bank Withdrawal;92.9;45;3;1;0.0;0.0;Customer
4271;Yes;1;950;1;46;Offer B;Fiber Optic;16.0;Two Year;Yes;Bank Withdrawal;110.2;75;2;5;0.0;0.0;Customer
4272;No;0;952;0;59;Offer B;None;0.0;Two Year;No;Bank Withdrawal;24.45;65;0;1;0.0;0.0;Customer
4273;Yes;0;940;1;35;None;Fiber Optic;28.0;One Year;Yes;Bank Withdrawal;81.6;75;0;3;0.0;0.0;Customer
4274;No;0;945;0;3;None;Fiber Optic;24.0;Month-to-Month;No;Bank Withdrawal;74.4;30;0;2;0.0;0.0;Churned
4275;Yes;1;936;1;27;None;DSL;53.0;Month-to-Month;Yes;Credit Card;54.75;55;0;3;0.0;0.0;Customer
4276;No;0;900;0;52;Offer B;None;0.0;One Year;No;Mailed Check;20.65;55;0;0;0.0;0.0;Customer
4277;No;0;900;0;25;None;None;0.0;One Year;No;Credit Card;19.9;50;0;0;0.0;0.0;Customer
4278;No;0;908;0;23;None;Fiber Optic;18.0;Two Year;Yes;Credit Card;79.35;65;0;3;1.0;0.0;Customer
4279;Yes;0;949;1;40;Offer B;Fiber Optic;23.0;Month-to-Month;Yes;Bank Withdrawal;97.1;60;3;2;1.0;0.0;Churned
4280;Yes;1;921;1;70;Offer A;Cable;16.0;Two Year;No;Bank Withdrawal;80.7;50;1;6;0.0;0.0;Customer
4281;Yes;1;934;1;72;None;Fiber Optic;13.0;Two Year;Yes;Credit Card;114.3;45;3;6;0.0;0.0;Customer
4282;Yes;1;955;1;40;None;None;0.0;Two Year;No;Bank Withdrawal;20.15;40;0;0;0.0;0.0;Customer
4283;Yes;0;917;1;40;Offer B;Fiber Optic;76.0;One Year;No;Bank Withdrawal;105.75;25;3;4;0.0;0.0;Customer
4284;Yes;1;954;1;68;None;Cable;26.0;Two Year;No;Bank Withdrawal;85.3;35;3;5;0.0;0.0;Customer
4285;No;0;950;0;19;Offer D;DSL;18.0;Month-to-Month;No;Bank Withdrawal;59.55;40;0;4;0.0;0.0;Customer
4286;Yes;1;953;1;42;None;None;0.0;Two Year;No;Bank Withdrawal;22.95;45;0;1;0.0;0.0;Customer
4287;No;0;921;0;43;None;Fiber Optic;27.0;Month-to-Month;Yes;Bank Withdrawal;101.4;40;3;3;0.0;0.0;Churned
4288;No;0;923;0;4;None;Cable;22.0;Month-to-Month;No;Bank Withdrawal;30.5;50;0;2;0.0;0.0;Customer
4289;Yes;1;939;1;39;None;None;0.0;Two Year;No;Credit Card;25.2;65;0;1;0.0;0.0;Customer
4290;No;0;948;0;28;None;Fiber Optic;59.0;Month-to-Month;No;Bank Withdrawal;91.0;25;2;3;0.0;0.0;Customer
4291;Yes;0;902;1;41;Offer B;Fiber Optic;14.0;One Year;Yes;Bank Withdrawal;104.45;45;3;4;0.0;0.0;Customer
4292;No;0;920;0;51;None;Fiber Optic;16.0;Month-to-Month;No;Credit Card;80.0;40;0;3;0.0;0.0;Churned
4293;No;0;920;0;60;None;Cable;4.0;Two Year;No;Bank Withdrawal;53.6;60;3;3;0.0;0.0;Customer
4294;Yes;0;921;1;64;None;Fiber Optic;30.0;Two Year;Yes;Bank Withdrawal;105.25;30;3;4;1.0;0.0;Customer
4295;No;1;952;0;55;Offer B;None;0.0;One Year;No;Bank Withdrawal;19.1;55;0;0;0.0;0.0;Customer
4296;No;0;907;0;43;None;Cable;4.0;One Year;Yes;Credit Card;35.2;45;0;3;0.0;0.0;Customer
4297;No;0;956;0;9;None;None;0.0;Month-to-Month;Yes;Bank Withdrawal;19.5;45;0;0;0.0;0.0;Customer
4298;No;0;935;0;26;Offer C;None;0.0;Month-to-Month;Yes;Bank Withdrawal;20.3;55;0;0;0.0;0.0;Customer
4299;No;0;920;0;3;None;Fiber Optic;23.0;Month-to-Month;Yes;Bank Withdrawal;76.95;45;0;1;0.0;3.3333333333333335;Churned
4300;Yes;1;900;1;19;Offer D;DSL;13.0;Month-to-Month;No;Credit Card;50.1;50;0;1;0.0;6.315789473684211;Customer
4301;Yes;0;923;1;60;None;Fiber Optic;9.0;Month-to-Month;Yes;Bank Withdrawal;109.45;35;3;5;0.0;0.0;Customer
4302;No;0;951;0;3;Offer E;Cable;3.0;Month-to-Month;Yes;Mailed Check;50.65;50;0;2;0.0;0.0;Churned
4303;No;0;939;0;26;Offer C;None;0.0;One Year;No;Credit Card;19.8;65;0;0;0.0;0.0;Customer
4304;Yes;1;900;1;71;Offer A;None;0.0;Two Year;No;Credit Card;19.7;55;0;0;0.0;0.0;Customer
4305;No;0;951;0;59;None;None;0.0;Two Year;No;Credit Card;25.0;25;0;1;0.0;0.0;Customer
4306;No;0;945;0;20;Offer D;None;0.0;Month-to-Month;Yes;Bank Withdrawal;19.5;25;0;0;0.0;0.0;Customer
4307;Yes;1;904;1;55;None;Cable;19.0;One Year;No;Bank Withdrawal;76.25;65;1;5;0.0;0.0;Customer
4308;Yes;0;961;0;71;None;DSL;26.0;Two Year;Yes;Credit Card;84.4;35;3;5;0.0;0.0;Customer
4309;No;0;926;0;47;Offer B;DSL;25.0;One Year;Yes;Bank Withdrawal;88.06170212765957;35;3;5;0.0;0.0;Customer
4310;Yes;0;941;1;60;Offer B;None;0.0;One Year;No;Bank Withdrawal;24.15;25;0;1;0.0;0.0;Customer
4311;No;1;900;0;9;Offer E;Cable;29.0;Month-to-Month;Yes;Bank Withdrawal;50.1;35;0;2;0.0;0.0;Customer
4312;Yes;0;923;1;17;None;Fiber Optic;3.0;Month-to-Month;No;Bank Withdrawal;80.85;40;1;1;0.0;0.0;Churned
4313;No;0;960;0;41;None;Cable;8.0;One Year;Yes;Bank Withdrawal;51.35;50;3;1;0.0;1.951219512195122;Customer
4314;Yes;1;945;1;72;Offer A;Fiber Optic;10.0;Two Year;Yes;Bank Withdrawal;98.65;60;2;5;0.0;0.0;Customer
4315;No;0;932;0;1;Offer E;None;0.0;Month-to-Month;Yes;Bank Withdrawal;20.2;30;0;0;0.0;0.0;Churned
4316;Yes;0;949;1;2;Offer E;Fiber Optic;51.0;Month-to-Month;No;Bank Withdrawal;76.4;20;0;2;0.0;0.0;Churned
4317;Yes;1;950;1;67;Offer A;Fiber Optic;11.0;One Year;No;Bank Withdrawal;89.55;60;0;5;1.0;0.0;Customer
4318;Yes;1;902;1;18;None;Fiber Optic;28.0;Month-to-Month;Yes;Bank Withdrawal;85.6;45;2;2;0.0;0.0;Customer
4319;No;0;949;0;21;Offer D;None;0.0;Month-to-Month;No;Credit Card;20.5;30;0;0;0.0;0.0;Customer
4320;No;0;915;0;72;None;None;0.0;Two Year;No;Credit Card;20.25;60;0;0;0.0;0.0;Customer
4321;No;0;936;0;8;Offer E;Fiber Optic;41.0;Month-to-Month;Yes;Bank Withdrawal;103.35;25;3;4;0.0;0.0;Churned
4322;No;0;930;0;20;None;None;0.0;Two Year;No;Credit Card;19.7;50;0;0;0.0;0.0;Customer
4323;Yes;0;907;1;72;Offer A;DSL;6.0;Two Year;Yes;Credit Card;88.05;70;3;6;0.0;0.0;Customer
4324;No;0;949;0;62;None;DSL;51.0;Two Year;Yes;Bank Withdrawal;43.7;20;0;5;0.0;0.0;Customer
4325;Yes;1;930;1;42;Offer B;None;0.0;Two Year;No;Credit Card;20.0;65;0;0;0.0;0.0;Customer
4326;No;0;919;0;54;Offer B;Fiber Optic;15.0;Month-to-Month;No;Credit Card;89.4;45;2;3;0.0;0.0;Customer
4327;No;0;926;0;4;None;DSL;13.0;Month-to-Month;No;Credit Card;51.75;40;0;2;0.0;0.0;Churned
4328;No;0;955;0;19;None;None;0.0;Two Year;Yes;Credit Card;19.95;60;0;0;0.0;0.0;Customer
4329;Yes;0;935;1;31;None;Fiber Optic;22.0;One Year;Yes;Bank Withdrawal;90.7;65;1;3;0.0;0.0;Customer
4330;Yes;0;921;0;6;Offer E;Fiber Optic;6.0;Month-to-Month;Yes;Bank Withdrawal;95.75;70;2;2;0.0;0.0;Churned
4331;Yes;0;955;1;59;Offer B;Fiber Optic;19.0;Two Year;No;Bank Withdrawal;113.75;35;3;6;0.0;0.0;Customer
4332;Yes;0;907;1;63;None;Fiber Optic;23.0;Two Year;Yes;Bank Withdrawal;109.25;65;3;5;0.0;0.0;Customer
4333;Yes;0;922;1;64;Offer B;Fiber Optic;18.0;Two Year;Yes;Bank Withdrawal;105.4;60;3;4;1.0;0.0;Customer
4334;Yes;1;911;0;71;Offer A;DSL;26.0;One Year;Yes;Bank Withdrawal;66.2;40;1;3;0.0;0.0;Customer
4335;Yes;0;950;1;46;None;Fiber Optic;22.0;One Year;Yes;Bank Withdrawal;98.85;75;2;3;0.0;0.0;Customer
4336;Yes;0;953;1;72;None;None;0.0;Two Year;No;Bank Withdrawal;24.65;65;0;1;0.0;0.0;Customer
4337;Yes;1;902;1;10;Offer E;DSL;59.0;Two Year;No;Credit Card;73.35;25;1;5;0.0;0.0;Customer
4338;Yes;1;923;1;24;Offer C;Cable;24.0;One Year;Yes;Mailed Check;84.8;40;3;5;1.0;0.0;Customer
4339;Yes;1;954;1;50;None;DSL;23.0;Month-to-Month;Yes;Credit Card;39.45;45;1;2;0.0;0.0;Customer
4340;No;1;955;0;21;Offer D;None;0.0;Two Year;No;Credit Card;19.6;45;0;0;0.0;0.0;Customer
4341;No;1;911;0;32;None;None;0.0;Two Year;No;Credit Card;20.5;40;0;0;0.0;0.0;Customer
4342;Yes;1;954;1;12;Offer D;DSL;73.0;Month-to-Month;No;Mailed Check;35.5;20;0;3;0.0;0.0;Customer
4343;Yes;0;953;1;31;None;Fiber Optic;13.0;Month-to-Month;Yes;Bank Withdrawal;104.2;50;3;4;1.0;0.0;Churned
4344;Yes;0;925;1;60;None;DSL;16.0;Two Year;Yes;Credit Card;61.35;45;0;4;0.0;0.0;Customer
4345;No;0;932;0;72;Offer A;Cable;14.0;Two Year;Yes;Bank Withdrawal;63.7;35;3;5;0.0;0.0;Customer
4346;Yes;1;952;1;62;Offer B;Fiber Optic;23.0;One Year;Yes;Credit Card;106.05;45;3;4;0.0;0.0;Customer
4347;No;0;952;0;29;None;Fiber Optic;17.0;Month-to-Month;Yes;Bank Withdrawal;94.2;50;3;1;0.0;0.6896551724137931;Customer
4348;Yes;0;949;1;48;None;None;0.0;Two Year;Yes;Credit Card;20.05;45;0;0;0.0;0.0;Customer
4349;No;0;923;0;55;None;DSL;48.0;Two Year;Yes;Bank Withdrawal;59.2;20;0;4;0.0;0.0;Customer
4350;Yes;0;961;1;55;Offer B;DSL;23.0;Two Year;No;Bank Withdrawal;58.6;40;0;4;0.0;0.0;Customer
4351;No;0;932;0;14;Offer D;DSL;24.0;Two Year;No;Credit Card;39.7;75;0;4;0.0;0.0;Customer
4352;Yes;0;928;1;60;None;Fiber Optic;11.0;Two Year;Yes;Bank Withdrawal;116.05;70;2;6;0.0;0.0;Customer
4353;No;0;913;0;10;Offer D;Cable;69.0;Month-to-Month;Yes;Bank Withdrawal;45.55;30;1;1;0.0;0.0;Churned
4354;No;0;923;0;71;Offer A;Fiber Optic;21.0;Two Year;Yes;Bank Withdrawal;118.65;60;3;6;0.0;0.0;Customer
4355;No;0;907;0;3;None;Fiber Optic;20.0;Month-to-Month;Yes;Bank Withdrawal;77.0;75;0;2;0.0;0.0;Churned
4356;No;0;960;0;12;Offer D;DSL;4.0;Month-to-Month;Yes;Bank Withdrawal;67.25;55;0;5;0.0;0.0;Customer
4357;Yes;1;955;1;59;Offer B;Cable;24.0;Two Year;No;Credit Card;90.3;50;3;6;0.0;0.0;Customer
4358;No;0;900;0;19;Offer D;Cable;23.0;Month-to-Month;Yes;Credit Card;55.0;55;0;2;0.0;1.5789473684210527;Churned
4359;Yes;0;947;1;60;None;Fiber Optic;30.0;Two Year;Yes;Bank Withdrawal;110.0;70;2;5;0.0;0.0;Customer
4360;No;0;902;0;9;Offer E;Fiber Optic;69.0;Month-to-Month;Yes;Credit Card;99.3;30;3;3;0.0;0.0;Customer
4361;Yes;0;900;1;56;None;None;0.0;One Year;Yes;Mailed Check;24.45;65;0;1;0.0;0.0;Customer
4362;No;0;907;0;65;None;Fiber Optic;7.0;One Year;Yes;Bank Withdrawal;89.85;45;0;5;0.0;0.0;Customer
4363;Yes;1;959;1;52;None;Fiber Optic;28.0;Month-to-Month;No;Bank Withdrawal;98.15;40;2;5;0.0;0.0;Customer
4364;Yes;0;900;1;22;Offer D;None;0.0;One Year;No;Bank Withdrawal;25.6;70;0;1;0.0;0.0;Customer
4365;No;0;959;0;5;None;Fiber Optic;24.0;Month-to-Month;No;Credit Card;78.75;30;2;0;0.0;2.0;Customer
4366;No;0;922;0;42;None;DSL;13.0;One Year;Yes;Bank Withdrawal;54.75;50;2;4;0.0;1.9047619047619047;Customer
4367;No;0;956;0;3;Offer E;None;0.0;Month-to-Month;No;Bank Withdrawal;19.75;40;0;0;0.0;0.0;Churned
4368;Yes;0;951;1;1;Offer E;DSL;21.0;Month-to-Month;Yes;Bank Withdrawal;23.45;55;0;1;0.0;0.0;Churned
4369;No;0;913;0;39;None;Fiber Optic;19.0;Two Year;Yes;Bank Withdrawal;100.45;40;3;3;0.0;0.0;Customer
4370;Yes;1;959;1;52;None;Cable;19.0;One Year;Yes;Bank Withdrawal;68.75;45;1;4;1.0;0.0;Customer
4371;Yes;0;919;1;30;None;Fiber Optic;19.0;Month-to-Month;No;Mailed Check;77.9;65;0;2;0.0;0.0;Customer
4372;No;0;917;0;24;None;DSL;69.0;Month-to-Month;No;Bank Withdrawal;54.95;30;0;3;0.0;0.0;Customer
4373;No;1;959;0;19;Offer D;DSL;57.0;Month-to-Month;Yes;Credit Card;75.9;50;1;5;0.0;0.0;Customer
4374;No;0;957;0;20;None;Fiber Optic;59.0;Month-to-Month;Yes;Mailed Check;98.55;25;3;3;0.0;0.0;Customer
4375;No;0;953;0;49;Offer B;Fiber Optic;27.0;Month-to-Month;No;Bank Withdrawal;98.7;55;3;3;0.0;0.0;Customer
4376;No;0;945;0;22;None;Fiber Optic;17.0;Month-to-Month;Yes;Bank Withdrawal;95.1;40;3;2;0.0;0.0;Customer
4377;Yes;0;900;1;72;None;Fiber Optic;8.0;Two Year;No;Credit Card;114.45;55;3;6;0.0;0.0;Customer
4378;No;0;961;0;5;None;Cable;29.0;Month-to-Month;Yes;Bank Withdrawal;64.0;35;2;3;0.0;0.0;Customer
4379;No;1;936;0;56;Offer B;None;0.0;Two Year;Yes;Credit Card;24.8;50;0;1;0.0;0.0;Customer
4380;Yes;0;956;1;51;Offer B;Fiber Optic;8.0;One Year;Yes;Credit Card;96.4;65;2;4;0.0;0.0;Customer
4381;Yes;0;923;1;72;Offer A;Fiber Optic;16.0;One Year;Yes;Bank Withdrawal;108.5;50;3;5;0.0;0.0;Customer
4382;No;0;907;0;10;Offer D;Fiber Optic;28.0;Month-to-Month;Yes;Bank Withdrawal;98.7;35;3;3;0.0;0.0;Churned
4383;Yes;0;926;1;58;Offer B;Fiber Optic;24.0;Two Year;Yes;Bank Withdrawal;109.45;40;3;5;0.0;0.0;Churned
4384;No;0;917;0;51;Offer B;None;0.0;One Year;Yes;Bank Withdrawal;19.85;60;0;0;0.0;0.0;Customer
4385;No;0;955;0;18;None;Fiber Optic;71.0;Month-to-Month;Yes;Bank Withdrawal;85.2;25;2;2;0.0;0.0;Churned
4386;Yes;0;921;1;51;Offer B;Fiber Optic;23.0;One Year;Yes;Bank Withdrawal;98.85;35;3;2;0.0;2.549019607843137;Customer
4387;No;0;932;0;70;None;DSL;10.0;Two Year;No;Credit Card;84.7;45;3;5;0.0;0.0;Customer
4388;No;0;900;0;38;Offer C;Cable;30.0;One Year;Yes;Credit Card;70.15;75;1;4;0.0;0.0;Churned
4389;Yes;0;945;1;33;None;Cable;15.0;Month-to-Month;Yes;Bank Withdrawal;80.6;75;0;3;0.0;0.0;Churned
4390;Yes;0;921;1;68;Offer A;DSL;18.0;One Year;Yes;Bank Withdrawal;75.8;65;2;4;0.0;1.3235294117647058;Churned
4391;Yes;0;925;1;20;None;Fiber Optic;5.0;One Year;No;Credit Card;94.3;80;1;4;0.0;0.0;Customer
4392;No;0;945;0;72;Offer A;Fiber Optic;5.0;Two Year;Yes;Bank Withdrawal;114.9;55;3;6;0.0;0.0;Customer
4393;No;0;923;0;30;Offer C;Fiber Optic;59.0;Month-to-Month;No;Bank Withdrawal;100.45;25;3;2;0.0;2.6666666666666665;Customer
4394;Yes;1;906;1;8;None;Cable;59.0;Month-to-Month;No;Bank Withdrawal;56.3;25;0;2;0.0;3.75;Customer
4395;Yes;0;934;1;33;Offer C;Fiber Optic;73.0;One Year;Yes;Mailed Check;103.7;20;3;4;0.0;0.0;Churned
4396;Yes;0;959;1;5;None;DSL;4.0;Month-to-Month;No;Bank Withdrawal;67.95;40;1;3;0.0;4.0;Churned
4397;Yes;0;953;1;61;None;Fiber Optic;8.0;One Year;Yes;Credit Card;98.3;75;1;5;0.0;0.0;Customer
4398;Yes;0;900;1;25;Offer C;DSL;10.0;Month-to-Month;No;Credit Card;55.55;50;0;3;0.0;0.0;Customer
4399;Yes;0;954;1;55;None;DSL;69.0;Two Year;No;Credit Card;56.8;30;0;4;0.0;0.0;Customer
4400;Yes;0;949;1;21;None;DSL;19.0;One Year;No;Credit Card;80.9;55;3;3;0.0;2.857142857142857;Customer
4401;Yes;1;937;1;71;Offer A;None;0.0;Two Year;No;Credit Card;23.9;25;0;1;0.0;0.0;Customer
4402;No;1;922;0;57;Offer B;Cable;20.0;Two Year;No;Mailed Check;89.55;55;3;6;1.0;0.0;Customer
4403;No;0;907;0;29;Offer C;Fiber Optic;19.0;Month-to-Month;Yes;Credit Card;98.8;60;3;3;0.0;0.0;Customer
4404;No;1;941;0;30;None;Fiber Optic;17.0;Two Year;Yes;Bank Withdrawal;101.3;80;3;3;0.0;0.0;Customer
4405;Yes;1;910;1;16;Offer D;None;0.0;Month-to-Month;No;Bank Withdrawal;20.4;60;0;0;0.0;0.0;Customer
4406;Yes;0;945;1;66;None;Fiber Optic;11.0;One Year;Yes;Credit Card;105.95;70;2;4;0.0;0.0;Churned
4407;No;0;940;0;1;None;DSL;12.0;Month-to-Month;No;Bank Withdrawal;24.6;40;0;1;0.0;0.0;Churned
4408;No;0;920;0;16;Offer D;None;0.0;One Year;No;Credit Card;20.1;35;0;0;0.0;0.0;Customer
4409;Yes;0;922;1;33;None;Fiber Optic;20.0;One Year;Yes;Bank Withdrawal;109.9;80;2;5;0.0;0.0;Customer
